CountryNum,StateNum,Route,RouteName,Active,Latitude,Longitude,Stratum,BCR,RouteTypeID,RouteTypeDetailID,x_3310,y_3310,n_pur_5km,lbs_ai_5km
840,14,210,UKIAH,1,39.1634647,-123.2270969,93,5,1,1,-278554.11675319576,132248.30896587577,15,43.7451918
840,14,220,JOFEGAN,1,33.3068648,-117.342142,90,32,1,1,247667.6943214005,-519548.24443907524,908,2461.1976848700006
840,14,225,TRES PINOS 2,1,36.7497605,-121.1582986,92,32,1,1,-103275.81472191456,-140165.6235682466,3,1.57208185
840,14,226,ANZA 2,1,33.5014318,-116.7979649,90,32,1,1,297629.9670683625,-496426.9496469563,6,0.42376
840,14,231,JOSHUA TREE 2,1,34.0138414,-116.16262,83,33,1,1,354356.61641320004,-437459.3611779222,0,0.0
840,14,240,WILLOW SPRINGS 2,1,34.971073,-118.148742,83,33,1,1,168913.0474966726,-336750.6003054287,0,0.0
840,14,245,BUENA VISTA,1,35.4779437,-119.2962109,91,32,1,1,63800.992763154165,-281874.82414406026,5863,54287.640559739964
840,14,252,Hollister 2,1,36.8242987,-121.2813,92,32,1,1,-114130.22597693218,-131740.59033800894,1236,626.5702750799999
840,14,260,LENWOOD 2,1,34.836431,-117.16759,83,33,1,1,258860.10730369462,-349480.8984849211,0,0.0
840,14,267,ORLEANS 2,1,41.309013,-123.53229,93,5,1,1,-296010.082493825,371308.2615691675,0,0.0
840,14,302,GLEN ELLEN 2,1,38.3796305,-122.5109615,92,32,1,1,-219062.98841221086,43283.40059765661,976,125.77522558000001
840,14,308,CHAOS CRATER,1,40.4976057,-121.4282989,66,15,1,1,-121073.1289415479,276637.8667286327,0,0.0
840,14,313,ANGELUS OAKS,1,34.0809816,-116.8865694,95,32,1,1,287286.9816606679,-432466.3485176023,5,0.3134035
840,14,319,PESCADERO,1,37.1650627,-122.2276839,93,32,1,1,-197526.08832759937,-92313.95478104288,0,0.0
840,14,320,COLLEGEVILLE 2,1,37.9333136,-121.1662987,91,32,1,1,-102370.67244593283,-8602.935726747848,5897,56186.264644080016
840,14,321,CLEVELAND NF 2,1,32.957592,-116.540324,92,32,1,1,323766.2671001188,-555813.0927813156,0,0.0
840,14,341,CAL HOT SPGS,1,35.89089,-118.85004,92,32,1,1,103689.98627197313,-235609.91155342478,0,0.0
840,14,345,Harbor Lake 2,1,33.7909207,-118.2918,90,32,1,1,158220.93274083833,-467930.4155470743,0,0.0
840,14,352,STATEN IS.,1,38.1231944,-121.525076,91,32,1,1,-133520.05372592303,12949.688547859434,636,3433.9745913600004
840,14,357,POLOMA,1,38.3539344,-120.6797897,92,32,1,1,-59333.57579597924,37738.604649201035,9,0.7678417000000001
840,14,366,WOODLANDS,1,34.2881427,-116.7674109,95,32,1,1,297494.4757353219,-409128.33700773586,2,0.0020625
840,14,401,HIOUCHI,1,41.8020549,-124.0540137,93,5,1,1,-337368.4232246288,427696.40581818856,0,0.0
840,14,402,LONESOME RDG,1,41.3035057,-123.5321729,93,5,1,1,-296023.0342681233,370697.2585187992,0,0.0
840,14,403,WHISKEYTOWN,1,41.0054247,-122.6175379,66,5,1,1,-220305.67913151707,335144.6123092063,0,0.0
840,14,404,DIRIGIO,1,41.1491686,-122.3173197,66,5,1,1,-194653.21501251127,350435.3269970054,0,0.0
840,14,405,HACKAMORE,1,41.6091794,-121.050248,85,9,1,1,-87661.72629099323,399577.83850055,0,0.0
840,14,406,TIONESTA,1,41.6708967,-121.2574609,85,9,1,1,-104865.58349725982,406632.8114641672,52,176.04063803999998
840,14,407,CROWDER FLAT,1,41.8699632,-120.5011538,85,9,1,1,-41677.919198503536,428122.33205344714,0,0.0
840,14,408,MADELINE,1,41.0534621,-120.4745547,85,9,1,1,-39919.22652203146,337534.74493766855,0,0.0
840,14,409,BURNT RANCH,1,40.8031297,-123.4827189,93,5,1,1,-293919.84205892263,315047.0581544237,0,0.0
840,14,410,FRENCH GULCH,1,40.7168927,-122.6362459,66,5,1,1,-222770.32503546696,303171.49190923665,0,0.0
840,14,411,TOMHEAD,1,40.1803227,-122.8597869,92,32,1,1,-243451.723605204,244160.74144386873,0,0.0
840,14,412,FALL RIVER MILLS,1,40.9620837,-121.5788419,66,9,1,1,-132974.4384902391,328399.90373210143,0,0.0
840,14,413,CHESTER,1,40.3052152,-121.143089,66,15,1,1,-97155.55106079222,254945.94135917444,2,1.889496
840,14,414,GOUMAZ,1,40.4392679,-120.8358171,85,15,1,1,-70908.88291887323,269560.1719804704,0,0.0
840,14,415,PAXTON,1,40.0402279,-120.9961818,66,15,1,1,-84979.08967045654,225373.687354099,0,0.0
