chemical_class,buffer_m,lag_window_days,lbs_ai,acres_treated,tox_units_avian,tox_units_aquatic,n_sections_intersected,n_applications,location_id,survey_start,survey_end,spatial_join
Diamides,5000,90,2.995,34.2286,0.001331,0.25819,2,4,BBS_CA_012_PENNINGTON_2015,2015-05-28,2015-06-10,plss_spatial
Organophosphates,5000,90,56.6631,113.1306,1.445486,566.630607,4,6,BBS_CA_012_PENNINGTON_2015,2015-05-28,2015-06-10,plss_spatial
Other neonics,5000,90,3.9646,33.0383,0.040455,8e-05,3,3,BBS_CA_012_PENNINGTON_2015,2015-05-28,2015-06-10,plss_spatial
Pyrethroids,5000,90,99.3161,2587.6689,0.036106,398.375461,31,84,BBS_CA_012_PENNINGTON_2015,2015-05-28,2015-06-10,plss_spatial
Restricted neonics,5000,90,0.0049,1.0,0.000157,0.0,1,1,BBS_CA_012_PENNINGTON_2015,2015-05-28,2015-06-10,plss_spatial
Spinosyns,5000,90,1.625,20.0,0.000722,0.007127,1,1,BBS_CA_012_PENNINGTON_2015,2015-05-28,2015-06-10,plss_spatial
Pyrethroids,500,30,0.5,14.8872,0.000127,2.173837,2,4,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,1000,30,1.9146,56.9863,0.000485,8.324346,4,8,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,2000,30,6.6226,191.9171,0.001717,28.742897,8,20,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Diamides,5000,30,19.6857,224.9795,0.008749,1.697043,2,4,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Other neonics,5000,30,6.1176,32.9817,0.062424,0.000123,3,4,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,5000,30,67.134,1748.2936,0.022473,283.545732,26,64,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,500,60,0.5,14.8872,0.000127,2.173837,2,4,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,1000,60,1.9146,56.9863,0.000485,8.324346,4,8,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,2000,60,6.6226,191.9171,0.001717,28.742897,8,20,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Diamides,5000,60,19.6857,224.9795,0.008749,1.697043,2,4,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Organophosphates,5000,60,14.5507,28.6216,0.371192,145.50738,1,2,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Other neonics,5000,60,6.1176,32.9817,0.062424,0.000123,3,4,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,5000,60,88.1142,1990.2609,0.033402,440.170379,29,72,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Restricted neonics,5000,60,0.1281,0.6407,0.004131,2e-06,1,2,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,500,90,0.5,14.8872,0.000127,2.173837,2,4,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,1000,90,1.9146,56.9863,0.000485,8.324346,4,8,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,2000,90,6.6226,191.9171,0.001717,28.742897,8,20,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Diamides,5000,90,19.6857,224.9795,0.008749,1.697043,2,4,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Organophosphates,5000,90,14.5507,28.6216,0.371192,145.50738,1,2,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Other neonics,5000,90,6.1176,32.9817,0.062424,0.000123,3,4,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,5000,90,88.1143,1990.2641,0.033402,440.170735,29,73,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Restricted neonics,5000,90,0.1281,0.6407,0.004131,2e-06,1,2,BBS_CA_012_PENNINGTON_2016,2016-05-28,2016-06-10,plss_spatial
Pyrethroids,500,30,0.4247,5.8464,0.000324,1.572942,1,1,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,1000,30,1.6668,24.3519,0.001229,6.225616,4,5,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,2000,30,5.7075,107.2382,0.003346,22.410145,6,9,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Diamides,5000,30,5.9544,68.0104,0.002646,0.513311,3,5,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Other neonics,5000,30,14.8845,140.3866,0.151882,0.000299,5,5,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,5000,30,195.782,1937.795,0.098467,1548.143862,25,63,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Restricted neonics,5000,30,3.7107,53.9898,0.119701,4.4e-05,2,2,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,500,60,0.4247,5.8464,0.000324,1.572942,1,1,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,1000,60,1.6668,24.3519,0.001229,6.225616,4,5,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,2000,60,5.7075,107.2382,0.003346,22.410145,6,9,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Diamides,5000,60,5.9544,68.0104,0.002646,0.513311,3,5,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Organophosphates,5000,60,0.0977,0.1949,0.002492,0.977004,1,1,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Other neonics,5000,60,14.8845,140.3866,0.151882,0.000299,5,5,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,5000,60,196.351,1955.9119,0.098611,1550.617897,25,65,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Restricted neonics,5000,60,3.7107,53.9898,0.119701,4.4e-05,2,2,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,500,90,0.4247,5.8464,0.000324,1.572942,1,1,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,1000,90,1.6668,24.3519,0.001229,6.225616,4,5,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,2000,90,5.7075,107.2382,0.003346,22.410145,6,9,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Diamides,5000,90,5.9544,68.0104,0.002646,0.513311,3,5,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Organophosphates,5000,90,0.0977,0.1949,0.002492,0.977004,1,1,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Other neonics,5000,90,14.8845,140.3866,0.151882,0.000299,5,5,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,5000,90,196.5232,1957.6408,0.098707,1552.182005,25,67,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Restricted neonics,5000,90,3.7107,53.9898,0.119701,4.4e-05,2,2,BBS_CA_012_PENNINGTON_2017,2017-05-28,2017-06-10,plss_spatial
Pyrethroids,500,30,0.4247,5.8464,0.000324,1.572942,1,1,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,1000,30,1.5772,23.0229,0.001181,5.849382,3,4,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,1000,30,0.0656,1.4758,0.002115,1e-06,1,2,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,2000,30,4.3523,86.2081,0.002668,16.65431,5,8,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,2000,30,0.9754,21.9571,0.031464,1.1e-05,1,2,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,5000,30,36.4711,417.0433,0.016209,3.144058,2,4,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Other neonics,5000,30,5.7107,60.9007,0.058272,0.000115,1,1,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,5000,30,47.9288,1026.4866,0.026141,187.981581,18,41,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,5000,30,9.3379,208.1003,0.301224,0.00011,6,13,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,5000,30,4.5369,95.0,0.002016,0.019899,1,1,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,500,60,0.4247,5.8464,0.000324,1.572942,1,1,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,1000,60,1.5772,23.0229,0.001181,5.849382,3,4,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,1000,60,0.0656,1.4758,0.002115,1e-06,1,2,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,2000,60,4.3871,86.7664,0.002695,16.783249,5,9,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,2000,60,0.9754,21.9571,0.031464,1.1e-05,1,2,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,5000,60,36.4711,417.0433,0.016209,3.144058,2,4,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Other neonics,5000,60,5.7107,60.9007,0.058272,0.000115,1,1,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,5000,60,51.0093,1071.1999,0.028418,201.2506,19,44,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,5000,60,9.3379,208.1003,0.301224,0.00011,6,13,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,5000,60,4.5369,95.0,0.002016,0.019899,1,1,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,500,90,0.4247,5.8464,0.000324,1.572942,1,1,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,1000,90,1.5772,23.0229,0.001181,5.849382,3,4,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,1000,90,0.0656,1.4758,0.002115,1e-06,1,2,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,2000,90,4.3871,86.7664,0.002695,16.783249,5,9,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,2000,90,0.9754,21.9571,0.031464,1.1e-05,1,2,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,5000,90,36.4711,417.0433,0.016209,3.144058,2,4,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Other neonics,5000,90,5.7107,60.9007,0.058272,0.000115,1,1,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,5000,90,51.0093,1071.1999,0.028418,201.2506,19,44,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,5000,90,9.3379,208.1003,0.301224,0.00011,6,13,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,5000,90,4.5369,95.0,0.002016,0.019899,1,1,BBS_CA_012_PENNINGTON_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,500,30,0.1364,2.0506,0.000104,0.505159,1,1,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,1000,30,0.6097,11.0539,0.000425,2.298034,4,5,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,1000,30,0.0356,0.7977,0.001149,0.0,1,1,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,2000,30,4.5238,126.9304,0.001985,18.451018,8,20,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,2000,30,0.5298,11.8687,0.017092,6e-06,1,1,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,5000,30,42.053,480.606,0.01869,3.625261,3,5,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,5000,30,162.6508,3002.1535,0.07429,883.833335,23,62,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,5000,30,30.9854,701.3159,0.99953,0.000365,7,27,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,500,60,0.1364,2.0506,0.000104,0.505159,1,1,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,1000,60,0.6097,11.0539,0.000425,2.298034,4,5,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,1000,60,0.0356,0.7977,0.001149,0.0,1,1,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,2000,60,4.5238,126.9304,0.001985,18.451018,8,20,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,2000,60,0.5298,11.8687,0.017092,6e-06,1,1,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,5000,60,42.053,480.606,0.01869,3.625261,3,5,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,5000,60,165.4258,3037.8626,0.076065,893.063794,24,64,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,5000,60,30.9854,701.3159,0.99953,0.000365,7,27,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,500,90,0.1364,2.0506,0.000104,0.505159,1,1,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,1000,90,0.6097,11.0539,0.000425,2.298034,4,5,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,1000,90,0.0356,0.7977,0.001149,0.0,1,1,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,2000,90,4.5238,126.9304,0.001985,18.451018,8,20,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,2000,90,0.5298,11.8687,0.017092,6e-06,1,1,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,5000,90,42.053,480.606,0.01869,3.625261,3,5,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,5000,90,165.4258,3037.8626,0.076065,893.063794,24,64,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,5000,90,30.9854,701.3159,0.99953,0.000365,7,27,BBS_CA_012_PENNINGTON_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,500,30,2.2616,68.8511,0.000789,9.558904,2,8,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,1000,30,8.5996,257.863,0.003077,36.229806,6,19,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,1000,30,0.0712,1.5954,0.002298,1e-06,1,1,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,2000,30,25.6582,724.4746,0.009725,107.160518,9,29,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,2000,30,1.0597,23.7374,0.034184,1.2e-05,1,1,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Diamides,5000,30,20.9023,242.7348,0.00929,1.801923,3,5,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,5000,30,132.8746,3294.1838,0.052906,596.060253,29,77,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,5000,30,12.2294,275.507,0.394497,0.000144,4,6,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,500,60,2.2616,68.8511,0.000789,9.558904,2,8,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,1000,60,8.6394,258.4613,0.003108,36.377193,6,20,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,1000,60,0.0712,1.5954,0.002298,1e-06,1,1,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,2000,60,26.7568,756.2013,0.010429,111.099703,10,31,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,2000,60,2.0725,46.5625,0.066856,2.4e-05,2,2,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Diamides,5000,60,22.8271,264.7327,0.010145,1.967856,3,6,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,5000,60,173.5134,4108.0787,0.080607,746.45732,31,100,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,5000,60,22.9461,501.3367,0.740198,0.00027,8,20,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,500,90,2.2616,68.8511,0.000789,9.558904,2,8,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,1000,90,8.6394,258.4613,0.003108,36.377193,6,20,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,1000,90,0.0712,1.5954,0.002298,1e-06,1,1,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,2000,90,26.793,756.7595,0.010457,111.234014,10,32,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,2000,90,2.0725,46.5625,0.066856,2.4e-05,2,2,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Diamides,5000,90,22.8271,264.7327,0.010145,1.967856,3,6,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,5000,90,175.0074,4131.0787,0.081746,751.990649,31,101,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,5000,90,22.9461,501.3367,0.740198,0.00027,8,20,BBS_CA_012_PENNINGTON_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,500,30,0.6319,11.0411,0.000407,2.434138,2,3,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Diamides,1000,30,0.3198,3.6547,0.000142,0.027568,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,1000,30,2.6311,46.474,0.001695,10.117361,5,9,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Restricted neonics,1000,30,0.0712,1.5954,0.002298,1e-06,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Diamides,2000,30,4.6513,53.1573,0.002067,0.400971,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,2000,30,10.3979,199.9651,0.006334,40.212724,8,13,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Restricted neonics,2000,30,1.0597,23.7374,0.034184,1.2e-05,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Diamides,5000,30,30.7946,351.9381,0.013686,2.654705,5,16,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,5000,30,114.3756,2267.7377,0.055884,641.081129,29,78,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Restricted neonics,5000,30,32.4293,718.0435,1.046107,0.000382,7,23,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,500,60,0.6319,11.0411,0.000407,2.434138,2,3,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Diamides,1000,60,0.3198,3.6547,0.000142,0.027568,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,1000,60,2.6311,46.474,0.001695,10.117361,5,9,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Restricted neonics,1000,60,0.0712,1.5954,0.002298,1e-06,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Diamides,2000,60,4.6513,53.1573,0.002067,0.400971,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,2000,60,10.4698,201.0817,0.006389,40.479196,8,15,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Restricted neonics,2000,60,1.0597,23.7374,0.034184,1.2e-05,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Diamides,5000,60,30.7946,351.9381,0.013686,2.654705,5,16,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Other neonics,5000,60,2.1411,17.8424,0.021848,4.3e-05,2,2,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,5000,60,244.8092,3060.0109,0.131282,1750.302109,30,115,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Restricted neonics,5000,60,32.4293,718.0435,1.046107,0.000382,7,23,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,500,90,0.6319,11.0411,0.000407,2.434138,2,3,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Diamides,1000,90,0.3198,3.6547,0.000142,0.027568,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,1000,90,2.6311,46.474,0.001695,10.117361,5,9,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Restricted neonics,1000,90,0.0712,1.5954,0.002298,1e-06,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Diamides,2000,90,4.6513,53.1573,0.002067,0.400971,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,2000,90,10.4698,201.0817,0.006389,40.479196,8,15,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Restricted neonics,2000,90,1.0597,23.7374,0.034184,1.2e-05,1,1,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Diamides,5000,90,30.7946,351.9381,0.013686,2.654705,5,16,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Other neonics,5000,90,2.1411,17.8424,0.021848,4.3e-05,2,2,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Pyrethroids,5000,90,245.8184,3096.0109,0.131537,1754.689672,30,117,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Restricted neonics,5000,90,32.4293,718.0435,1.046107,0.000382,7,23,BBS_CA_012_PENNINGTON_2021,2021-05-28,2021-06-10,plss_spatial
Diamides,500,30,0.5116,5.8464,0.000227,0.0441,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Pyrethroids,500,30,1.6384,58.1244,0.000415,7.123496,2,5,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Diamides,1000,30,1.8297,20.9111,0.000813,0.157735,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Other neonics,1000,30,0.2094,1.396,0.002137,4e-06,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Pyrethroids,1000,30,5.932,210.168,0.001502,25.791465,4,7,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Diamides,2000,30,3.325,38.0,0.001478,0.286638,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Other neonics,2000,30,3.1155,20.7702,0.031791,6.3e-05,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Pyrethroids,2000,30,13.0847,453.9238,0.003313,56.89016,7,12,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Diamides,5000,30,40.7313,469.889,0.018103,3.511319,7,27,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Other neonics,5000,30,5.25,35.0,0.053571,0.000105,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Pyrethroids,5000,30,87.1183,2079.2715,0.033164,475.35417,24,62,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Restricted neonics,5000,30,17.1095,385.7249,0.551918,0.000201,3,15,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Diamides,500,60,0.5116,5.8464,0.000227,0.0441,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Pyrethroids,500,60,1.6384,58.1244,0.000415,7.123496,2,5,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Diamides,1000,60,1.8297,20.9111,0.000813,0.157735,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Other neonics,1000,60,0.2094,1.396,0.002137,4e-06,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Pyrethroids,1000,60,5.9569,210.6466,0.001521,25.883583,4,8,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Diamides,2000,60,3.325,38.0,0.001478,0.286638,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
Other neonics,2000,60,3.1155,20.7702,0.031791,6.3e-05,1,1,BBS_CA_012_PENNINGTON_2022,2022-05-28,2022-06-10,plss_spatial
