chemical_class,buffer_m,lag_window_days,lbs_ai,acres_treated,tox_units_avian,tox_units_aquatic,n_sections_intersected,n_applications,location_id,survey_start,survey_end,spatial_join
Organophosphates,500,30,0.0205,0.0218,0.000523,0.205184,1,1,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,30,0.0163,0.443,8e-06,0.071566,2,8,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,500,30,0.0412,0.4512,1.8e-05,0.000181,2,9,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,30,0.0783,0.0834,0.001998,0.783285,1,1,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,30,0.0657,1.7994,3.3e-05,0.284828,2,8,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,30,0.1672,1.8307,7.4e-05,0.000733,2,9,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,30,0.6422,2.6136,0.016383,6.422167,3,3,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,30,0.2364,6.4695,0.000118,0.99442,6,14,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,30,0.3265,0.5087,0.010507,4e-06,4,10,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,30,0.7321,8.2469,0.000325,0.003211,10,58,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,0.2572,3.324,0.000118,0.01702,11,38,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,30,88.0615,43.9415,2.295142,873.634966,8,17,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Other neonics,5000,30,0.043,0.3442,0.000439,1e-06,1,2,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,1.1639,23.4731,0.000703,4.070679,21,45,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,3.4183,6.393,0.110075,4e-05,9,19,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,4.6966,53.1142,0.002089,0.020508,26,132,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Diamides,500,60,0.0073,0.1216,3e-06,0.000452,2,2,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,60,0.0205,0.0218,0.000523,0.205184,1,1,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,60,0.3827,2.3614,0.000332,0.814434,3,34,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,500,60,0.2291,2.5961,0.000102,0.001005,3,37,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,60,0.0298,0.501,1.3e-05,0.00182,2,2,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,60,0.0783,0.0834,0.001998,0.783285,1,1,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,60,1.5677,9.5704,0.001363,3.326426,3,34,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,60,0.9287,10.5346,0.000413,0.004073,3,37,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,60,0.187,2.4696,8.3e-05,0.011605,7,9,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,60,1.4859,3.5116,0.037905,14.85863,6,7,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,60,5.8089,35.1442,0.005036,12.368011,11,107,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,60,0.4219,0.7013,0.013584,5e-06,4,23,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,60,3.7358,42.4703,0.00166,0.016385,11,189,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,12.2988,51.967,0.00547,0.903634,23,74,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,60,97.1746,53.9013,2.536434,963.5018,16,27,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Other neonics,5000,60,0.0432,0.3453,0.000441,1e-06,2,3,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,21.1363,170.4361,0.0176,50.271981,35,284,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,7.8167,15.2822,0.25196,9.2e-05,14,76,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,21.1625,241.7707,0.009407,0.092727,36,501,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Diamides,500,90,0.0699,0.9232,3.1e-05,0.005847,3,7,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,90,0.0252,0.0244,0.000644,0.25232,1,2,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,90,0.4035,2.5818,0.000348,0.878502,3,37,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,500,90,0.2291,2.5961,0.000102,0.001005,3,37,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,90,0.2896,3.8303,0.000129,0.024221,3,7,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,90,0.0963,0.0931,0.002457,0.963229,1,2,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,90,1.6534,10.492,0.001429,3.592627,3,37,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,90,0.9287,10.5346,0.000413,0.004073,3,37,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,90,1.0902,14.0357,0.000485,0.089463,10,21,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,90,2.1159,3.8473,0.053977,21.158906,7,9,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,6.0956,38.3196,0.005254,13.285834,11,112,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,90,0.4219,0.7013,0.013584,5e-06,4,23,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,90,3.7358,42.4703,0.00166,0.016385,11,189,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,14.6229,79.4211,0.006503,1.103987,27,103,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,102.0604,56.502,2.66107,1012.359306,17,30,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Other neonics,5000,90,0.0432,0.3453,0.000441,1e-06,2,3,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,22.0158,184.9981,0.018118,54.862314,35,295,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,7.8167,15.2822,0.25196,9.2e-05,14,76,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,21.2948,244.3235,0.009466,0.093307,36,516,BBS_CA_054_ORANGE_COVE,2015-05-28,2023-06-10,plss_spatial
Diamides,500,30,0.9598,9.1823,0.000467,0.032191,3,17,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,30,12.222,6.8566,0.297842,116.064448,3,10,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,30,2.726,33.0873,0.001741,18.673821,4,40,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,30,0.3655,3.6834,0.01179,4e-06,2,6,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,500,30,0.0285,0.275,1.4e-05,2.8e-05,1,5,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,30,5.1465,53.1026,0.002422,0.275727,3,17,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,30,57.0552,31.6544,1.408534,549.823628,3,10,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,30,13.7028,146.9441,0.009267,85.184287,4,40,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,30,2.0817,20.9698,0.067151,2.4e-05,2,6,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,30,0.5381,5.199,0.000269,0.000538,1,5,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,30,21.9955,244.7642,0.010125,1.458558,8,27,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,30,264.3058,145.2945,6.632766,2594.619137,7,25,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Other neonics,2000,30,0.225,1.8753,0.002296,5e-06,3,5,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,30,70.3075,704.333,0.047879,436.444806,11,82,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,30,11.2381,113.9506,0.36252,0.000132,6,21,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,30,2.8569,27.6042,0.001428,0.002857,1,5,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,76.2726,787.216,0.036232,3.654281,30,88,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,30,892.854,514.1553,22.578967,8815.491462,20,43,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Other neonics,5000,30,13.937,118.8188,0.142215,0.00028,8,13,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,362.0116,3780.7986,0.232911,2271.949859,42,279,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,59.7437,2572.5255,1.927217,0.000703,15,35,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,7.8504,108.9333,0.003741,0.019087,4,19,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,500,60,0.9598,9.1823,0.000467,0.032191,3,17,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,60,12.222,6.8566,0.297842,116.064448,3,10,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,60,2.8449,34.9155,0.00179,19.480068,4,56,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,60,0.4286,4.5719,0.013827,5e-06,3,12,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,500,60,0.0435,0.4188,2.2e-05,4.3e-05,2,7,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,60,5.1465,53.1026,0.002422,0.275727,3,17,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,60,57.0552,31.6544,1.408534,549.823628,3,10,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,60,15.9609,172.861,0.010333,102.762977,4,56,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,60,2.2943,23.9615,0.074008,2.7e-05,3,12,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,60,0.6161,5.9463,0.000308,0.000616,2,7,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,60,24.7482,266.8911,0.011501,1.505155,8,31,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,60,264.3058,145.2945,6.632766,2594.619137,7,25,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Other neonics,2000,60,0.2271,1.8925,0.002317,5e-06,3,8,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,60,87.3959,872.3585,0.05632,575.275625,11,106,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,60,12.8278,140.0801,0.413801,0.000151,7,33,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,60,3.1404,30.3189,0.00157,0.003146,3,10,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,96.4896,949.3919,0.046329,4.006566,33,96,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,60,1046.0026,599.6578,26.30987,10269.306336,21,55,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Other neonics,5000,60,32.7499,283.9044,0.334183,0.000658,10,20,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,438.2285,4618.4709,0.275023,2819.773815,42,349,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,83.8731,5266.4157,2.588263,0.00098,21,71,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,19.5602,219.4053,0.009346,0.046034,9,30,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,500,90,0.9598,9.1823,0.000467,0.032191,3,17,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,90,12.222,6.8566,0.297842,116.064448,3,10,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,90,2.9195,37.327,0.001809,19.804108,4,57,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,90,0.4286,4.5719,0.013827,5e-06,3,12,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,500,90,0.737,8.4289,0.000341,0.002434,3,19,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,90,5.1465,53.1026,0.002422,0.275727,3,17,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,90,57.0552,31.6544,1.408534,549.823628,3,10,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,90,16.2119,180.9814,0.010397,103.854092,4,57,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,90,2.2943,23.9615,0.074008,2.7e-05,3,12,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,90,3.0987,34.7324,0.001447,0.009313,3,19,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,90,24.7482,266.8911,0.011501,1.505155,8,31,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,90,264.3058,145.2945,6.632766,2594.619137,7,25,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Other neonics,2000,90,0.2271,1.8925,0.002317,5e-06,3,8,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,87.9883,891.5223,0.05647,577.851095,11,108,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,90,12.8278,140.0801,0.413801,0.000151,7,33,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,90,11.1765,128.9245,0.005313,0.027938,8,29,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,96.4896,949.3919,0.046329,4.006566,33,96,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,1114.2625,672.8764,27.116069,10599.189682,23,66,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Other neonics,5000,90,33.7235,290.4044,0.344117,0.000677,10,24,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,444.9602,4751.992,0.279023,2840.595592,42,370,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,88.2116,15732.1657,2.622059,0.001025,21,84,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,85.6853,897.9067,0.041732,0.153403,26,113,BBS_CA_021_HUGHSON,2015-05-28,2023-06-10,plss_spatial
Carbamates,500,30,2.9134,7.0812,0.120388,0.383342,1,1,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,500,30,0.9715,14.1624,0.000467,0.039822,1,2,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,30,1.3456,28.3247,0.000555,9.214253,1,4,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,1000,30,12.0618,28.9827,0.49842,1.587075,2,5,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,30,3.5746,50.9087,0.001724,0.138379,2,6,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,30,1.5538,1.7642,0.039637,15.537876,1,1,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,30,4.6788,100.0532,0.00206,30.489908,2,11,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,30,0.0692,1.7642,3.1e-05,0.000303,1,1,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,2000,30,76.8749,179.9835,3.176648,10.115116,2,5,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,30,16.4396,214.9835,0.008034,0.506546,2,6,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,30,39.2809,45.2561,0.955865,340.256721,2,2,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,30,17.5711,402.7314,0.01006,87.261562,3,12,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,30,1.4213,36.2459,0.000632,0.006234,1,1,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,30,472.6612,1090.2467,19.531455,62.192264,5,19,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,124.6736,1742.0141,0.060357,4.556365,7,37,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Next-gen systemics,5000,30,9.2431,50.6551,0.039841,0.000119,1,1,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,30,174.5612,206.0522,4.073651,1313.99862,3,4,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,85.1016,2234.3177,0.041023,403.602779,7,43,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,8.3291,210.1932,0.003702,0.036531,4,5,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,500,60,8.7402,28.3247,0.361165,1.150027,1,4,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,500,60,3.886,56.6495,0.001868,0.159288,1,8,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,60,5.6328,7.0812,0.143695,56.328385,1,1,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,60,3.0016,84.9742,0.000974,16.413952,1,12,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,500,60,0.6093,14.1624,0.000271,0.002672,1,2,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,1000,60,37.7301,112.1407,1.559094,4.964483,3,14,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,60,13.9497,201.6089,0.006706,0.569368,3,19,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,60,18.9952,23.6902,0.484571,189.951758,2,2,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,60,12.0775,324.0728,0.004428,68.20429,3,35,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,60,0.0535,1.2404,0.001727,1e-06,1,1,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,60,2.3089,54.3062,0.001026,0.010127,3,6,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,2000,60,234.1469,584.3405,9.675491,30.808799,4,25,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,60,55.2821,766.3894,0.026634,2.182141,4,32,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,60,67.1222,80.2561,1.666102,618.669706,3,3,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,60,60.4517,1453.7354,0.028397,349.929138,5,62,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,60,1.1044,25.5775,0.035627,1.3e-05,2,2,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,60,10.1627,244.733,0.004517,0.044533,4,12,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,60,1544.0377,3995.292,63.80321,203.162854,10,68,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,401.2756,5696.3743,0.193261,15.922124,11,111,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Next-gen systemics,5000,60,9.2431,50.6551,0.039841,0.000119,1,1,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,60,365.5322,420.6317,8.945361,3223.709085,7,9,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,309.8663,8223.6186,0.132735,1712.216274,14,148,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,2.0401,47.0,0.06581,2.4e-05,2,2,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,60.8576,1321.0309,0.027614,0.232394,12,29,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,500,90,8.7402,28.3247,0.361165,1.150027,1,4,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,500,90,3.886,56.6495,0.001868,0.159288,1,8,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,90,7.2002,10.8781,0.292965,56.329169,2,2,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,90,3.0016,84.9742,0.000974,16.413952,1,12,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,500,90,0.6093,14.1624,0.000271,0.002672,1,2,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,1000,90,40.7784,119.0665,1.685056,5.365573,3,16,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,1000,90,16.8403,243.1637,0.008097,0.684895,3,31,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,90,34.3433,51.4497,1.407106,267.283309,6,9,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,90,14.0951,366.772,0.004838,74.323471,4,51,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,90,0.0535,1.2404,0.001727,1e-06,1,1,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,1000,90,2.7104,63.8545,0.001205,0.011888,4,13,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,2000,90,272.8426,672.2587,11.274487,35.90034,4,27,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,2000,90,94.5278,1337.2821,0.045494,3.79059,4,55,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,90,237.6478,325.9284,8.11062,2023.576269,10,18,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,98.9687,2118.0736,0.035314,454.188491,8,101,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,90,1.1811,25.7617,0.038101,1.4e-05,2,4,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,90,17.0047,403.7725,0.007561,0.074378,5,26,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,90,1603.4557,4130.292,66.2585,210.981012,10,70,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,535.4777,7757.7877,0.257317,21.969668,11,143,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Next-gen systemics,5000,90,9.2431,50.6551,0.039841,0.000119,1,1,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,1641.2689,2181.2146,57.975374,13023.025112,23,39,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,557.7473,12247.7891,0.183421,2452.582749,22,218,BBS_CA_092_ALAMO_RIVER,2015-05-28,2023-06-10,plss_spatial
