chemical_class,buffer_m,lag_window_days,lbs_ai,acres_treated,tox_units_avian,tox_units_aquatic,n_sections_intersected,n_applications,location_id,survey_start,survey_end,spatial_join
Restricted neonics,2000,90,4.5248,30.2668,0.142163,5.3e-05,2,4,BBS_CA_196_ORA_LOMA,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,90,0.5256,14.0483,0.000234,0.002305,1,2,BBS_CA_196_ORA_LOMA,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,90,376.6552,745.5046,2.200116,50.309535,4,7,BBS_CA_196_ORA_LOMA,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,174.0293,306.641,5.273978,1066.644351,4,7,BBS_CA_196_ORA_LOMA,2015-05-28,2023-06-10,plss_spatial
Other neonics,5000,90,100.5718,763.3313,1.026243,0.00202,4,8,BBS_CA_196_ORA_LOMA,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,289.9559,4502.6392,0.133764,1549.561313,15,52,BBS_CA_196_ORA_LOMA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,218.8289,1142.6172,6.650976,0.002551,7,18,BBS_CA_196_ORA_LOMA,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,32.5512,658.5146,0.014467,0.142768,3,7,BBS_CA_196_ORA_LOMA,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,30,0.003,0.0323,1e-06,1.3e-05,1,1,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,0.0556,0.3793,2.5e-05,0.002779,1,1,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,30,0.8073,2.2193,0.002307,1.2e-05,1,2,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,0.1064,2.5664,2.8e-05,0.459781,2,2,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,20.3661,40.7576,0.656971,0.00024,2,6,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,3.4779,28.6865,0.001725,0.004315,6,11,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,60,0.01,0.3252,5e-06,0.034427,1,2,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,60,0.0612,0.6564,2.7e-05,0.000268,2,4,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,0.2188,1.4933,9.7e-05,0.010939,1,6,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,60,8.8422,3.7083,0.20728,80.349608,2,4,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,0.5639,13.5764,0.000256,2.889806,5,13,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,21.4526,45.0575,0.69202,0.000252,2,7,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,14.2937,116.8801,0.007058,0.019688,7,25,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,0.01,0.3252,5e-06,0.034427,1,2,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Spinosyns,2000,90,0.0612,0.6564,2.7e-05,0.000268,2,4,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,0.3507,3.2158,0.000156,0.022309,1,12,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,9.3416,4.818,0.220018,85.343079,2,5,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,2.4122,18.015,0.001954,6.377213,5,15,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,22.0114,46.1672,0.710047,0.000259,2,8,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,14.2937,116.8801,0.007058,0.019688,7,25,BBS_CA_125_MARICOPA,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,0.2833,4.318,0.000126,0.024422,1,2,BBS_CA_100_WISTER,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,0.5457,9.318,0.000243,0.047046,2,3,BBS_CA_100_WISTER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,0.0738,0.3755,8e-06,0.123013,1,1,BBS_CA_100_WISTER,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,0.5457,9.318,0.000243,0.047046,2,3,BBS_CA_100_WISTER,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,2.3588,12.0,0.000241,3.931405,1,1,BBS_CA_100_WISTER,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,3.9391,39.5701,0.009161,9.8e-05,1,1,BBS_CA_100_WISTER,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,0.2595,4.1802,0.00013,0.00026,1,3,BBS_CA_252_Hollister_2,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,0.8435,13.5855,0.000422,0.000844,1,9,BBS_CA_252_Hollister_2,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,0.8435,13.5855,0.000422,0.000844,1,9,BBS_CA_252_Hollister_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,0.4749,7.4347,0.001104,1.2e-05,1,1,BBS_CA_302_GLEN_ELLEN_2,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,0.0136,5.0,7e-06,1.4e-05,1,1,BBS_CA_302_GLEN_ELLEN_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,0.6375,15.0,0.000319,3.984375,1,3,BBS_CA_302_GLEN_ELLEN_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,2.152,20.8751,0.050465,3.4e-05,2,3,BBS_CA_302_GLEN_ELLEN_2,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,0.2296,30.0,0.000115,0.00023,2,6,BBS_CA_302_GLEN_ELLEN_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,0.8625,30.0,0.000431,5.390625,1,6,BBS_CA_302_GLEN_ELLEN_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,2.152,20.8751,0.050465,3.4e-05,2,3,BBS_CA_302_GLEN_ELLEN_2,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,0.417,45.0,0.000208,0.000417,2,9,BBS_CA_302_GLEN_ELLEN_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,7.6943,387.8045,0.001948,33.453537,6,25,BBS_CA_148_GLENN,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,7.8166,391.7155,0.001979,33.985254,7,26,BBS_CA_148_GLENN,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,18.0073,30.3054,0.354603,140.55647,3,5,BBS_CA_148_GLENN,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,8.8823,422.0209,0.002191,37.600756,7,31,BBS_CA_148_GLENN,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,30,0.6341,1.3364,0.016176,6.340839,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,30,0.0322,1.3364,8e-06,0.14006,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,30,7.2148,15.206,0.184052,72.148443,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,30,0.3665,15.206,9.3e-05,1.593657,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,30,36.0018,75.8772,0.918414,360.018231,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,30,1.829,75.8772,0.000463,7.952294,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,30,153.4479,319.2962,8.225749,916.212159,5,12,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,11.4569,430.9478,0.0029,49.812554,5,14,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,60,0.6341,1.3364,0.016176,6.340839,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,60,0.0322,1.3364,8e-06,0.14006,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,60,7.2148,15.206,0.184052,72.148443,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,60,0.3665,15.206,9.3e-05,1.593657,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,60,36.0018,75.8772,0.918414,360.018231,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,60,1.829,75.8772,0.000463,7.952294,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,60,153.4479,319.2962,8.225749,916.212159,5,12,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,11.4569,430.9478,0.0029,49.812554,5,14,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,500,90,0.6341,1.3364,0.016176,6.340839,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,90,0.0322,1.3364,8e-06,0.14006,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,1000,90,7.2148,15.206,0.184052,72.148443,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,90,0.3665,15.206,9.3e-05,1.593657,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,2000,90,36.0018,75.8772,0.918414,360.018231,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,1.829,75.8772,0.000463,7.952294,1,2,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,153.4479,319.2962,8.225749,916.212159,5,12,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,11.4569,430.9478,0.0029,49.812554,5,14,BBS_CA_168_MACDOEL,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,30,0.2482,7.8914,6.3e-05,1.079307,1,2,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,30,9.5704,18.9383,0.308721,0.000113,2,3,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,30,0.6258,19.8947,0.000158,2.721005,1,2,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,30,36.1715,71.5775,1.166824,0.000426,2,3,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,30,0.6291,20.0,0.000159,2.735405,1,2,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,30,92.0794,196.6831,2.92891,0.001081,4,12,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,24.7011,140.0,0.002616,42.855341,2,3,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,162.3701,432.2434,4.921343,0.001892,9,40,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,60,0.2482,7.8914,6.3e-05,1.079307,1,2,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,60,9.5704,18.9383,0.308721,0.000113,2,3,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,60,0.6258,19.8947,0.000158,2.721005,1,2,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,60,36.1715,71.5775,1.166824,0.000426,2,3,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,60,0.6291,20.0,0.000159,2.735405,1,2,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,60,92.0794,196.6831,2.92891,0.001081,4,12,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,28.6437,260.0,0.003614,59.997174,2,4,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,162.3701,432.2434,4.921343,0.001892,9,40,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,90,0.2482,7.8914,6.3e-05,1.079307,1,2,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,90,9.5704,18.9383,0.308721,0.000113,2,3,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,90,0.6258,19.8947,0.000158,2.721005,1,2,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,90,36.1715,71.5775,1.166824,0.000426,2,3,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,0.6291,20.0,0.000159,2.735405,1,2,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,90,92.0794,196.6831,2.92891,0.001081,4,12,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,28.6437,260.0,0.003614,59.997174,2,4,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,162.3701,432.2434,4.921343,0.001892,9,40,BBS_CA_503_Tracy_2,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,30,9.8723,27.4349,0.136185,1.267283,2,6,BBS_CA_352_STATEN_IS.,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,60,9.8723,27.4349,0.136185,1.267283,2,6,BBS_CA_352_STATEN_IS.,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,90,9.8723,27.4349,0.136185,1.267283,2,6,BBS_CA_352_STATEN_IS.,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,0.1936,1.8066,8.6e-05,0.016691,2,3,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,0.0007,0.0947,0.0,0.00656,1,1,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,0.0,0.0003,0.0,0.0,1,1,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,60,12.0149,4.0008,0.006007,1.608424,2,2,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,0.1936,1.8066,8.6e-05,0.016691,2,3,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,0.0007,0.0947,0.0,0.00656,1,1,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,0.0,0.0003,0.0,0.0,1,1,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Carbamates,5000,90,12.0149,4.0008,0.006007,1.608424,2,2,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,0.1936,1.8066,8.6e-05,0.016691,2,3,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,0.7245,0.3627,0.502995,0.726374,2,3,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,0.0007,0.0947,0.0,0.00656,1,1,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,0.0,0.0003,0.0,0.0,1,1,BBS_CA_420_PLACERVILLE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,0.2842,5.4145,0.000126,0.024499,4,7,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,30,6.327,13.4879,0.161402,63.269514,1,2,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,0.2992,13.4879,7.6e-05,1.300776,1,2,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,0.0136,0.0627,0.000438,0.0,2,4,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,0.2842,5.4145,0.000126,0.024499,4,7,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,60,6.327,13.4879,0.161402,63.269514,1,2,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,0.2992,13.4879,7.6e-05,1.300776,1,2,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,0.0136,0.0627,0.000438,0.0,2,4,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,0.2842,5.4145,0.000126,0.024499,4,7,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,6.327,13.4879,0.161402,63.269514,1,2,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,0.2992,13.4879,7.6e-05,1.300776,1,2,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,0.0136,0.0627,0.000438,0.0,2,4,BBS_CA_166_DORRIS,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,0.3377,3.372,0.000188,3.070036,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,60,0.0332,2.2588,0.00107,0.0,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,60,0.094,6.3995,0.003032,1e-06,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,60,0.1102,7.5,0.003554,1e-06,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,0.3377,3.372,0.000188,3.070036,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,0.1102,7.5,0.003554,1e-06,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,500,90,0.0332,2.2588,0.00107,0.0,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,90,0.094,6.3995,0.003032,1e-06,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,90,0.1102,7.5,0.003554,1e-06,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Organophosphates,5000,90,35.746,71.3992,3.262696,20.33641,2,6,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,0.3377,3.372,0.000188,3.070036,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,0.1102,7.5,0.003554,1e-06,1,1,BBS_CA_007_RED_BLUFF,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,1.4875,41.1633,0.000377,6.46755,2,2,BBS_CA_059_INYOKERN,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,1.4875,41.1633,0.000377,6.46755,2,2,BBS_CA_059_INYOKERN,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,1.4875,41.1633,0.000377,6.46755,2,2,BBS_CA_059_INYOKERN,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,4.1569,88.1208,0.134092,4.9e-05,1,2,BBS_CA_173_LOCKWOOD,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,17.039,113.8792,0.549645,0.0002,1,3,BBS_CA_173_LOCKWOOD,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,17.039,113.8792,0.549645,0.0002,1,3,BBS_CA_173_LOCKWOOD,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,30,0.7244,1.4364,0.023368,9e-06,1,1,BBS_CA_123_ADELAIDA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,30,6.4461,12.7821,0.20794,7.6e-05,1,1,BBS_CA_123_ADELAIDA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,30,26.8548,89.2753,0.866283,0.000316,4,4,BBS_CA_123_ADELAIDA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,60,0.7244,1.4364,0.023368,9e-06,1,1,BBS_CA_123_ADELAIDA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,60,6.4461,12.7821,0.20794,7.6e-05,1,1,BBS_CA_123_ADELAIDA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,26.8548,89.2753,0.866283,0.000316,4,4,BBS_CA_123_ADELAIDA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,1000,90,0.7244,1.4364,0.023368,9e-06,1,1,BBS_CA_123_ADELAIDA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,2000,90,6.4461,12.7821,0.20794,7.6e-05,1,1,BBS_CA_123_ADELAIDA,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,26.9506,89.4702,0.869374,0.000317,5,6,BBS_CA_123_ADELAIDA,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,30,3.3004,93.4298,0.001996,11.717212,2,3,BBS_CA_901_GAZELLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,60,0.0573,2.4306,2.9e-05,0.197647,1,1,BBS_CA_901_GAZELLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,60,0.3418,14.4959,0.000171,1.178732,1,1,BBS_CA_901_GAZELLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,60,2.0818,87.6521,0.001041,7.178504,5,6,BBS_CA_901_GAZELLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,60,13.4018,518.8639,0.007046,46.549605,8,14,BBS_CA_901_GAZELLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,500,90,0.0573,2.4306,2.9e-05,0.197647,1,1,BBS_CA_901_GAZELLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,1000,90,0.3418,14.4959,0.000171,1.178732,1,1,BBS_CA_901_GAZELLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,2000,90,2.0818,87.6521,0.001041,7.178504,5,6,BBS_CA_901_GAZELLE,2015-05-28,2023-06-10,plss_spatial
Pyrethroids,5000,90,13.4018,518.8639,0.007046,46.549605,8,14,BBS_CA_901_GAZELLE,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,30,0.0004,0.0044,0.0,3.7e-05,1,1,BBS_CA_112_PEARBLOSSOM,2015-05-28,2023-06-10,plss_spatial
Other neonics,5000,30,0.0159,0.0677,0.000162,0.0,1,11,BBS_CA_112_PEARBLOSSOM,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,30,0.0003,0.0026,0.0,0.0,1,1,BBS_CA_112_PEARBLOSSOM,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,60,0.0004,0.0044,0.0,3.7e-05,1,1,BBS_CA_112_PEARBLOSSOM,2015-05-28,2023-06-10,plss_spatial
Other neonics,5000,60,0.0159,0.0677,0.000162,0.0,1,11,BBS_CA_112_PEARBLOSSOM,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,60,0.0003,0.0026,0.0,0.0,1,1,BBS_CA_112_PEARBLOSSOM,2015-05-28,2023-06-10,plss_spatial
Diamides,5000,90,0.0004,0.0044,0.0,3.7e-05,1,1,BBS_CA_112_PEARBLOSSOM,2015-05-28,2023-06-10,plss_spatial
Other neonics,5000,90,0.0159,0.0677,0.000162,0.0,1,11,BBS_CA_112_PEARBLOSSOM,2015-05-28,2023-06-10,plss_spatial
Spinosyns,5000,90,0.0003,0.0026,0.0,0.0,1,1,BBS_CA_112_PEARBLOSSOM,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,60,10.7816,44.9307,0.347793,0.000127,1,1,BBS_CA_186_MARK_WEST,2015-05-28,2023-06-10,plss_spatial
Restricted neonics,5000,90,10.7816,44.9307,0.347793,0.000127,1,1,BBS_CA_186_MARK_WEST,2015-05-28,2023-06-10,plss_spatial
