year,county,class,lbs
2021,01,chlorpyrifos,34.002018799999995
2021,01,pyrethroid,2930.107517275
2021,02,pyrethroid,2.86015985
2021,03,pyrethroid,645.1623543400001
2021,04,pyrethroid,14384.385957635
2021,05,pyrethroid,513.28560063
2021,06,pyrethroid,12501.615578949999
2021,07,chlorpyrifos,20.4071593
2021,07,oxamyl,136.258056
2021,07,pyrethroid,7983.670343965001
2021,08,pyrethroid,164.93287027499997
2021,09,chlorpyrifos,33.34375
2021,09,pyrethroid,11873.589197715
2021,10,chlorpyrifos,1512.08678836
2021,10,oxamyl,2366.1376619999996
2021,10,pyrethroid,113176.171205464
2021,11,pyrethroid,12776.60081063
2021,12,pyrethroid,607.21674287
2021,13,oxamyl,1316.7895439999998
2021,13,pyrethroid,30288.55723318
2021,14,pyrethroid,100.68499580000001
2021,15,chlorpyrifos,10.39539018
2021,15,oxamyl,141.574314
2021,15,pyrethroid,66009.02207921
2021,16,chlorpyrifos,12.02828744
2021,16,oxamyl,10816.170960000001
2021,16,pyrethroid,27942.932926755002
2021,17,pyrethroid,1343.4412806250002
2021,18,pyrethroid,442.53435792
2021,19,chlorpyrifos,489.34358432
2021,19,oxamyl,570.765336
2021,19,pyrethroid,32770.346481051994
2021,20,chlorpyrifos,9.6646135
2021,20,pyrethroid,33789.94536651
2021,21,pyrethroid,303.85964863
2021,22,pyrethroid,110.78680695000001
2021,23,pyrethroid,199.59497316
2021,24,chlorpyrifos,3459.8925564999995
2021,24,oxamyl,213.914952
2021,24,pyrethroid,21869.90184882
2021,25,oxamyl,970.4006759999999
2021,25,pyrethroid,340.90103407000004
2021,26,pyrethroid,40.44169087
2021,27,oxamyl,2602.6330560000006
2021,27,pyrethroid,42392.480933545
2021,28,chlorpyrifos,2.320138
2021,28,pyrethroid,853.7471466750001
2021,29,pyrethroid,738.9078890249999
2021,30,chlorpyrifos,1112.91629178
2021,30,pyrethroid,12129.791315231001
2021,31,chlorpyrifos,0.4173008
2021,31,pyrethroid,26466.681064325
2021,32,pyrethroid,162.40244819999998
2021,33,chlorpyrifos,204.82839740000003
2021,33,oxamyl,199.12032
2021,33,pyrethroid,24878.039718785003
2021,34,chlorpyrifos,0.00125
2021,34,pyrethroid,42249.42175103
2021,35,chlorpyrifos,4.782100399999999
2021,35,oxamyl,413.413656
2021,35,pyrethroid,3159.3274059699997
2021,36,chlorpyrifos,119.36313392
2021,36,pyrethroid,7580.55102889
2021,37,chlorpyrifos,66.03275224000001
2021,37,oxamyl,1505.4800700000003
2021,37,pyrethroid,18866.883596314998
2021,38,pyrethroid,226.82142463499997
2021,39,chlorpyrifos,6.7662365399999995
2021,39,oxamyl,726.9095700000001
2021,39,pyrethroid,164190.99791706
2021,40,oxamyl,88.548744
2021,40,pyrethroid,5912.46306791
2021,41,chlorpyrifos,1.8708169999999997
2021,41,pyrethroid,953.45463986
2021,42,chlorpyrifos,0.014323000000000002
2021,42,oxamyl,663.0233279999998
2021,42,pyrethroid,13401.36664667
2021,43,chlorpyrifos,0.014057
2021,43,oxamyl,749.0111039999999
2021,43,pyrethroid,59277.91889604
2021,44,pyrethroid,2184.458682475
2021,45,chlorpyrifos,1.130424
2021,45,pyrethroid,1242.884696735
2021,46,pyrethroid,12.301597450000001
2021,47,oxamyl,372.85983
2021,47,pyrethroid,438.17391297999995
2021,48,pyrethroid,7176.07419662
2021,49,chlorpyrifos,0.0937125
2021,49,pyrethroid,989.7109782550001
2021,50,chlorpyrifos,1106.2022600999999
2021,50,oxamyl,34.16904
2021,50,pyrethroid,99039.812751535
2021,51,pyrethroid,9854.716184370001
2021,52,pyrethroid,5927.790396315
2021,53,pyrethroid,6.765691150000001
2021,54,chlorpyrifos,0.041873
2021,54,pyrethroid,50033.42624809
2021,55,pyrethroid,636.7421423000001
2021,56,chlorpyrifos,154.33915000000002
2021,56,oxamyl,2082.101736
2021,56,pyrethroid,9656.217088995
2021,57,chlorpyrifos,0.003124
2021,57,pyrethroid,10346.967376625
2021,58,pyrethroid,5019.39759897
2022,01,chlorpyrifos,49.66258512
2022,01,pyrethroid,4425.10198058
2022,02,pyrethroid,4.807589550000001
2022,03,pyrethroid,365.95300294000003
2022,04,pyrethroid,11787.652440521
2022,05,pyrethroid,704.3031503999999
2022,06,pyrethroid,10056.093585499999
2022,07,chlorpyrifos,17.576841700000003
2022,07,oxamyl,33.61152
2022,07,pyrethroid,4791.68848331
2022,08,pyrethroid,261.3751674
2022,09,pyrethroid,8918.365626465
2022,10,chlorpyrifos,60.32086316
2022,10,oxamyl,6032.029415999999
2022,10,pyrethroid,100825.18537372
2022,11,pyrethroid,8994.30811751
2022,12,pyrethroid,1740.33995375
2022,13,chlorpyrifos,2.01
2022,13,oxamyl,2227.99803
2022,13,pyrethroid,24076.176757430003
2022,14,pyrethroid,64.8921178
2022,15,chlorpyrifos,89.29328100000001
2022,15,oxamyl,1555.4147699999999
2022,15,pyrethroid,63495.95251232
2022,16,oxamyl,15407.977283999999
2022,16,pyrethroid,29139.596233265
2022,17,pyrethroid,1275.012182675
2022,18,pyrethroid,484.453841715
2022,19,chlorpyrifos,741.5053259999999
2022,19,oxamyl,317.49734399999994
2022,19,pyrethroid,24955.915600321998
2022,20,pyrethroid,36256.28185935
2022,21,pyrethroid,421.68929750000007
2022,22,pyrethroid,109.46223685000001
2022,23,chlorpyrifos,0.21572100000000002
2022,23,pyrethroid,181.38055940499999
2022,24,chlorpyrifos,0.001874
2022,24,oxamyl,474.205104
2022,24,pyrethroid,25003.385139645
2022,25,oxamyl,1074.084312
2022,25,pyrethroid,654.5306132200001
2022,26,pyrethroid,9.813766
2022,27,oxamyl,1864.4153760000002
2022,27,pyrethroid,45157.63097028
2022,28,pyrethroid,372.48769264
2022,29,pyrethroid,464.14996803500003
2022,30,chlorpyrifos,365.75051936000006
2022,30,pyrethroid,21126.172106266
2022,31,pyrethroid,25966.852033555002
2022,32,pyrethroid,181.63674865
2022,33,chlorpyrifos,160.51579334000002
2022,33,oxamyl,344.55888000000004
2022,33,pyrethroid,23226.7775334
2022,34,chlorpyrifos,0.00125
2022,34,pyrethroid,30618.534442624998
2022,35,oxamyl,538.003152
2022,35,pyrethroid,2698.87752896
2022,36,chlorpyrifos,257.79712648000003
2022,36,pyrethroid,8883.576354
2022,37,chlorpyrifos,46.731210080000004
2022,37,oxamyl,1773.414768
2022,37,pyrethroid,23816.196977823
2022,38,pyrethroid,223.64208044000003
2022,39,chlorpyrifos,3.3864574999999997
2022,39,oxamyl,832.110384
2022,39,pyrethroid,31781.851676934995
2022,40,chlorpyrifos,5.8671522000000005
2022,40,oxamyl,50.05891200000001
2022,40,pyrethroid,5897.245278135
2022,41,pyrethroid,885.1559541349999
2022,42,chlorpyrifos,0.031439
2022,42,oxamyl,937.040544
2022,42,pyrethroid,14714.146628284998
2022,43,chlorpyrifos,0.000625
2022,43,oxamyl,862.8679440000001
2022,43,pyrethroid,5690.048378955
2022,44,pyrethroid,2183.132282555
2022,45,chlorpyrifos,0.6855656000000001
2022,45,pyrethroid,1412.333378462
2022,46,pyrethroid,33.689584950000004
2022,47,oxamyl,744.591582
2022,47,pyrethroid,506.24347829
2022,48,chlorpyrifos,0.00064425
2022,48,pyrethroid,5220.655306755
2022,49,chlorpyrifos,0.5326645
2022,49,pyrethroid,1273.220742915
2022,50,chlorpyrifos,21.9642108
2022,50,pyrethroid,49111.058465195
2022,51,pyrethroid,10946.60588044
2022,52,pyrethroid,4069.06116234
2022,53,pyrethroid,8.12199745
2022,54,chlorpyrifos,14.0209014
2022,54,pyrethroid,48111.590583305006
2022,55,pyrethroid,639.8129342499999
2022,56,chlorpyrifos,0.856836
2022,56,oxamyl,1520.205936
2022,56,pyrethroid,9405.56123334
2022,57,chlorpyrifos,0.026864
2022,57,pyrethroid,10209.833830560001
2022,58,pyrethroid,4969.749784369
2023,01,chlorpyrifos,42.123144
2023,01,pyrethroid,21071.43950275999
2023,02,pyrethroid,18.919164725
2023,03,pyrethroid,186.13179796999998
2023,04,pyrethroid,13579.455195465
2023,05,pyrethroid,680.28489135
2023,06,pyrethroid,11750.84106285
2023,07,chlorpyrifos,20.0837133
2023,07,pyrethroid,5150.066554625
2023,08,pyrethroid,109.61549855
2023,09,chlorpyrifos,0.002811
2023,09,pyrethroid,8910.315422090001
2023,10,chlorpyrifos,164.84441128
2023,10,oxamyl,9760.383720000002
2023,10,pyrethroid,127224.11482914002
2023,11,pyrethroid,15109.89649948
2023,12,pyrethroid,633.3281249199999
2023,13,oxamyl,4156.044558
2023,13,pyrethroid,28015.54243249
2023,14,pyrethroid,545.325235925
2023,15,chlorpyrifos,17.253
2023,15,oxamyl,9472.470857999999
2023,15,pyrethroid,79016.37320677
2023,16,chlorpyrifos,9.6281472
2023,16,oxamyl,50146.040952
2023,16,pyrethroid,33077.74299911
2023,17,pyrethroid,3119.3241079
2023,18,pyrethroid,224.33831929500002
2023,19,chlorpyrifos,515.61565224
2023,19,oxamyl,229.685256
2023,19,pyrethroid,88195.25302319799
2023,20,pyrethroid,34244.37636901
2023,21,pyrethroid,2774.64955374
2023,22,pyrethroid,120.44346114999999
2023,23,pyrethroid,229.39483986
2023,24,oxamyl,1800.4554839999998
2023,24,pyrethroid,25988.75589889
2023,25,oxamyl,1521.0847260000003
2023,25,pyrethroid,616.0701642399999
2023,26,pyrethroid,17.163906575
2023,27,oxamyl,3265.429968
2023,27,pyrethroid,39463.45424497
2023,28,pyrethroid,1226.91752586
2023,29,pyrethroid,641.871892925
2023,30,chlorpyrifos,574.50703152
2023,30,pyrethroid,20792.312764348
2023,31,pyrethroid,25226.376956375
2023,32,pyrethroid,206.139894465
2023,33,chlorpyrifos,175.15253368000003
2023,33,oxamyl,38.928024
2023,33,pyrethroid,18081.312298809
2023,34,pyrethroid,41598.075212334996
2023,35,oxamyl,796.845432
2023,35,pyrethroid,2530.15751157
2023,36,chlorpyrifos,320.13364442
2023,36,pyrethroid,10002.741797105
2023,37,chlorpyrifos,59.61177118
2023,37,oxamyl,1752.916056
2023,37,pyrethroid,13549.115740015
2023,38,pyrethroid,169.21926457
2023,39,chlorpyrifos,5.4910527
2023,39,oxamyl,552.836004
2023,39,pyrethroid,31663.45761768
2023,40,chlorpyrifos,2.1061572
2023,40,oxamyl,3.1460879999999998
2023,40,pyrethroid,5992.198822615999
2023,41,pyrethroid,1888.755720925
2023,42,oxamyl,513.7943040000001
2023,42,pyrethroid,15897.770487645
2023,43,chlorpyrifos,0.60939
2023,43,oxamyl,1007.0908559999999
2023,43,pyrethroid,4822.1560268
2023,44,pyrethroid,2537.723565655
2023,45,pyrethroid,1599.2242521399999
2023,46,pyrethroid,39.03307815
2023,47,oxamyl,382.396476
2023,47,pyrethroid,563.79052594
2023,48,pyrethroid,7147.622520975
2023,49,pyrethroid,8765.037795967
2023,50,chlorpyrifos,0.019784
2023,50,oxamyl,185.666832
2023,50,pyrethroid,27053.405388314997
2023,51,pyrethroid,12455.772004269998
2023,52,pyrethroid,5676.324331655001
2023,53,pyrethroid,13.720669124999999
2023,54,chlorpyrifos,21.778437500000003
2023,54,oxamyl,114.560922
2023,54,pyrethroid,49010.133191775
2023,55,pyrethroid,715.99623292
2023,56,oxamyl,2241.955392
2023,56,pyrethroid,10164.553947814999
2023,57,pyrethroid,12128.237467055002
2023,58,pyrethroid,7695.246431314999
